id,classes
731,2
732,1
733,2
734,2
735,2
736,1
737,2
738,1
739,1
740,2
741,2
742,1
743,2
744,2
745,2
746,2
747,1
748,1
749,2
750,2
751,1
752,1
753,2
754,1
755,2
756,1
757,1
758,2
759,1
760,1
761,1
762,1
763,1
764,1
765,2
766,1
767,1
768,1
769,1
770,2
771,1
772,1
773,1
774,1
775,2
776,2
777,1
778,2
779,1
780,2
781,1
782,2
783,1
784,1
785,1
786,1
787,2
788,2
789,2
790,2
791,2
792,1
793,2
794,2
795,1
796,2
797,2
798,2
799,1
